timestamp,values
2024-07-11T16:26:17.057559,0.2021491328389847,-1.0
2024-07-11T16:26:17.067562,0.2021491328389847,-1.0
2024-07-11T16:26:17.080176,0.2021491328389847,-1.0
2024-07-11T16:26:17.091654,0.2021491328389847,-1.0
2024-07-11T16:26:17.102543,0.2021491328389847,-1.0
2024-07-11T16:26:17.114549,0.2021491328389847,-1.0
2024-07-11T16:26:17.128882,0.2021491328389847,-1.0
2024-07-11T16:26:17.158817,0.2021491328389847,-1.0
2024-07-11T16:26:17.199731,0.2021491328389847,-1.0
2024-07-11T16:26:17.241657,0.2021491328389847,-1.0
2024-07-11T16:26:17.283759,0.2021491328389847,-1.0
2024-07-11T16:26:17.324643,0.2021491328389847,-1.0
2024-07-11T16:26:17.366703,0.2021491328389847,-1.0
2024-07-11T16:26:17.407730,0.2021491328389847,-1.0
2024-07-11T16:26:17.448689,0.2021491328389847,-1.0
2024-07-11T16:26:17.486165,0.2021491328389847,-1.0
2024-07-11T16:26:17.527587,0.2021491328389847,-1.0
2024-07-11T16:26:17.568393,0.2021491328389847,-1.0
2024-07-11T16:26:17.611458,0.2021491328389847,-1.0
2024-07-11T16:26:17.657874,0.2021491328389847,-1.0
2024-07-11T16:26:17.706952,0.2021491328389847,-1.0
2024-07-11T16:26:17.757872,0.2021491328389847,-1.0
2024-07-11T16:26:17.813560,0.2021491328389847,-1.0
2024-07-11T16:26:17.868046,0.2021491328389847,-1.0
2024-07-11T16:26:17.927095,0.2021491328389847,-1.0
2024-07-11T16:26:17.986809,0.2021491328389847,-1.0
2024-07-11T16:26:18.048823,0.2021491328389847,-1.0
2024-07-11T16:26:18.116885,0.2021491328389847,-1.0
2024-07-11T16:26:18.186224,0.2021491328389847,-1.0
2024-07-11T16:26:18.258925,0.2021491328389847,-1.0
2024-07-11T16:26:18.333549,0.2021491328389847,-1.0
2024-07-11T16:26:18.409822,0.2021491328389847,-1.0
2024-07-11T16:26:18.487386,0.2021491328389847,-1.0
