timestamp,tau_J_d0,tau_J_d1,tau_J_d2,tau_J_d3,tau_J_d4,tau_J_d5,tau_J_d6
2024-07-22T11:55:35.166978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:35.335090,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:35.502301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:35.676441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:35.851369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:36.025231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:36.201813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:36.378890,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:36.557011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:36.743539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:36.930997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:37.117396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:37.303874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:37.496196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:37.696833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:37.888757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:38.085250,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:38.275874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:38.511445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:38.713310,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:38.920040,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:39.128459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:39.328683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:39.539078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:39.749399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:39.966392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:40.189970,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:40.413113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:40.639120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:40.861992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:41.081134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:41.302624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:41.531069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:41.762296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:41.991715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:42.227179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:42.467553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:42.710484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:42.960234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:43.206133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:43.449918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:43.693505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:43.946990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:44.205624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:44.460566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:44.718956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:44.975093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:45.228726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:45.483757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:45.742535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:46.004997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:46.269826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:46.538787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:46.805653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:47.074697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:47.348299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:47.624508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:47.906822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:48.197973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:48.491817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:48.780850,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:49.064074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:49.350646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:49.635207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:49.919229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:50.209599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:50.505033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:50.837280,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:51.132025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:51.431360,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:51.731975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:52.041097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:52.356062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:52.674483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:52.995677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:53.314034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:53.633030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:53.951775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:54.271995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:54.600190,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:54.929751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:55.258030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:55.585301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:55.916788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:56.262169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:56.598623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:56.961913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:57.302914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:57.646066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:57.988775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:58.336369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:58.687511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:59.039023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:59.392800,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:55:59.749694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:56:00.105207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:56:00.474610,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22T11:56:00.847845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
