timestamp,tau_ext0,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6
2024-07-22T11:55:28.496557,-0.1859311112647366,0.1814424168918588,-0.3175054320678215,-0.09687934457136263,0.0761549612894922,0.1971186374113149,-0.07195507177158056
2024-07-22T11:55:28.506503,-0.25179571881988405,0.1918650577372717,-0.3837188259971901,-0.09894111464388913,0.081153165565289,0.19858921229776058,-0.06777553275385097
2024-07-22T11:55:28.516777,-0.2028916070504682,0.18650318320158168,-0.32664506977146207,-0.1014891992661434,0.07775511149983146,0.19804422425972523,-0.07229510305608974
2024-07-22T11:55:28.527565,-0.22280136101361497,0.18524219266338776,-0.3416557020919764,-0.09875278298904577,0.0797219528972713,0.19930333816580473,-0.08084413605634298
2024-07-22T11:55:28.537581,-0.24774266838441122,0.17932207066214403,-0.36539243893214507,-0.0866457173930265,0.08136428306284559,0.20364605717110842,-0.08479763267093936
2024-07-22T11:55:28.547513,-0.24774266838441122,0.17932207066214403,-0.36539243893214507,-0.0866457173930265,0.08136428306284559,0.20364605717110842,-0.08479763267093936
2024-07-22T11:55:28.559404,-0.23176066468455778,0.18363258762325882,-0.35106508283486376,-0.09690110421767062,0.08092460606882709,0.20054217333334634,-0.08588156124441429
2024-07-22T11:55:28.596766,-0.23732520344723632,0.1892940945101422,-0.35811554663968864,-0.10278072539277563,0.0816387531639956,0.1990413706391534,-0.08373287191221208
2024-07-22T11:55:28.614988,-0.2234370829589157,0.18746641368627714,-0.34290531148886866,-0.10610427547823309,0.08007217087051569,0.19813246552119362,-0.08507591584587676
2024-07-22T11:55:28.634179,-0.26504781621735996,0.17878129930580974,-0.3818462144737359,-0.09563428872095112,0.08373035287554083,0.20137729205201366,-0.09032646332829851
2024-07-22T11:55:28.654663,-0.2423077268377678,0.18402507395495754,-0.35998803877654256,-0.10543112209776011,0.08211066272448665,0.1991262450652055,-0.09474273752082081
2024-07-22T11:55:28.678885,-0.25601130321713317,0.17762080344270412,-0.3761276865649975,-0.09620278383786061,0.08340475962445464,0.2002187203113759,-0.09808900250676533
2024-07-22T11:55:28.704599,-0.22175003266085874,0.17932165711636838,-0.33931983150989337,-0.09629470217594864,0.08000443177044533,0.1980281474397609,-0.09991436781445766
2024-07-22T11:55:28.731535,-0.25582049660202966,0.18182447266417928,-0.3711185029673434,-0.0933855040624573,0.08209191875054345,0.19937315484259294,-0.0980360978660028
2024-07-22T11:55:28.759815,-0.22277160240991303,0.17853333589958761,-0.34264815227810985,-0.0950467253368875,0.07984462957729009,0.1992880618323256,-0.0916007159389637
2024-07-22T11:55:28.790748,-0.2071110216944912,0.17793881112816695,-0.330429332802879,-0.09754498145836268,0.0784127538364429,0.19937157248446016,-0.0825793548023401
2024-07-22T11:55:28.823412,-0.17689488657429478,0.17653924057772005,-0.3006961604942541,-0.09634321318956506,0.07579620058368641,0.19906464338896387,-0.07927223929247805
2024-07-22T11:55:28.857335,-0.20847472860595292,0.18098285994319413,-0.33281866628016427,-0.09906053535530189,0.07803702985949192,0.19932115255614313,-0.08378418809072842
2024-07-22T11:55:28.893507,-0.20847472860595292,0.18098285994319413,-0.33281866628016427,-0.09906053535530189,0.07803702985949192,0.19932115255614313,-0.08378418809072842
