timestamp,e0,e1,e2,e3,e4,e5,e6
2024-07-18T19:29:58.262739,0.00013109968593649768,5.121135782382158e-06,-4.942292452958519e-06,2.5900170641524056e-05,-8.135636647546574e-05,-3.707567853217242e-05,-3.4926732381035386e-05
2024-07-18T19:29:58.272725,0.0001285909796979734,7.668985874870193e-06,-1.0225168573740895e-05,2.6180478279069774e-05,-7.932186126713425e-05,-3.707567853217242e-05,-4.286130227959539e-05
2024-07-18T19:29:58.283311,0.00013388374567790962,4.885032789558874e-06,-9.478495489823047e-06,2.3683931616336196e-05,-8.033911387128612e-05,-3.473599754277856e-05,-4.286130227959539e-05
2024-07-18T19:29:58.294355,0.0001285116158546984,1.0453044300862135e-05,-4.753400960733067e-06,2.6184271916918078e-05,-8.033472596646885e-05,-3.596929810267824e-05,-3.4926732381035386e-05
2024-07-18T19:29:58.303687,0.00013109968547131423,7.668984541464585e-06,-4.69747880238458e-06,2.6189283943267583e-05,-7.932186124237628e-05,-3.746813716931641e-05,-4.520098326921129e-05
2024-07-18T19:29:58.314770,0.0001338837456952291,1.0453044300251513e-05,-4.29487777398041e-06,2.2029573913950884e-05,-8.033748872135482e-05,-3.7093127781329116e-05,-3.950436868582763e-05
2024-07-18T19:29:58.328280,0.00013109968593649768,7.669956603201245e-06,-9.504437745722072e-06,2.1199461455623236e-05,-7.830022074897802e-05,-3.7075678630316133e-05,-3.838539123524054e-05
2024-07-18T19:29:58.363292,0.000128594032153595,4.885260804055047e-06,-7.697060878664175e-06,2.216128158050168e-05,-7.932186126713425e-05,-3.719341610164406e-05,-4.74389389983898e-05
2024-07-18T19:29:58.404481,0.0001338013293963325,4.884962118423264e-06,-7.723875384280099e-06,2.1168781480618293e-05,-7.825195306218613e-05,-3.823438677130753e-05,-4.398028014418465e-05
2024-07-18T19:29:58.445426,0.00013109968407554184,2.3792709998027295e-06,-7.687261926569988e-06,2.125237147732051e-05,-8.135636647546574e-05,-3.599610802851316e-05,-4.286130227959539e-05
2024-07-18T19:29:58.486323,0.00013109968593649768,7.669092548318046e-06,-9.954810917922607e-06,2.116878571412073e-05,-8.033911387128612e-05,-3.8194662402624147e-05,-4.398028014418465e-05
2024-07-18T19:29:58.527356,0.00012859369299178525,4.884924782705413e-06,-3.976324222998429e-06,2.694965106586622e-05,-7.932184320991187e-05,-3.707567853217242e-05,-3.4926732381035386e-05
2024-07-18T19:29:58.568289,0.00013109968593649768,2.3792709998027295e-06,-5.015334952340744e-06,2.589967981192487e-05,-8.033911387128612e-05,-3.708877842889535e-05,-4.631996113380055e-05
2024-07-18T19:29:58.609620,0.000128594032153595,4.9636617825976614e-06,-4.991819717803381e-06,2.3432008906976165e-05,-8.029810592144471e-05,-3.707567853217242e-05,-4.174232441500614e-05
2024-07-18T19:29:58.650243,0.00012859403215292886,7.66898454696019e-06,-4.062313223918146e-06,2.370190859846133e-05,-7.830460866292688e-05,-3.719486965225727e-05,-4.174232441500614e-05
