Similarity,Y_Comparison
1.0184462909213397e-13,-1.0
0.9531702145963055,1.0
0.9755811126560466,1.0
0.9774817392712567,1.0
0.9306332591851955,1.0
0.3087024221257055,-1.0
0.97513848360718,1.0
0.16381403374438422,-1.0
0.006035491556909313,-1.0
0.7194238972541813,1.0
0.828923106998996,1.0
3.7555225630197546e-12,-1.0
0.9678819913987093,1.0
4.47861576124976e-27,-1.0
0.970178193420919,1.0
0.9659275609571479,1.0
0.9707928072337106,1.0
1.7886090809673057e-13,-1.0
1.7835240725683073e-18,-1.0
1.894423501606609e-26,-1.0
0.2980321972036929,-1.0
4.183661076368171e-06,-1.0
0.9530651476542713,1.0
0.9777288636658803,1.0
1.362581854091905e-41,-1.0
0.9703992544696686,1.0
0.8646019504956703,1.0
1.2686522857413026e-11,-1.0
0.9660150879627637,1.0
1.823002110545905e-21,-1.0
1.2131703718894846e-14,-1.0
0.9599197311215825,1.0
0.9750778839950272,1.0
2.2394536441126414e-10,-1.0
0.9662967644676677,1.0
0.9511510130022015,1.0
6.670324641443518e-20,-1.0
0.9654810289569207,1.0
4.56622307803259e-39,-1.0
1.2577772628686967e-13,-1.0
0.0007922041695211424,-1.0
1.607926955743641e-10,-1.0
0.0706073328819708,1.0
0.2082000289040458,-1.0
7.668328245124408e-30,-1.0
0.9716814392312588,1.0
1.7724830889026472e-68,-1.0
0.9717029451933455,1.0
6.493354810104612e-11,-1.0
5.939724884931597e-26,-1.0
5.487601775251679e-13,-1.0
3.5177985597585574e-16,-1.0
0.8640082762818826,1.0
0.10486703467479931,1.0
0.010470058571547767,-1.0
0.96856496261611,1.0
0.9228848233755774,1.0
0.024577820234710775,-1.0
4.411330541984323e-11,-1.0
4.611917207958221e-37,-1.0
1.7524075490126125e-24,-1.0
0.9537997342798522,1.0
0.9643571502213171,1.0
0.9477131400635866,1.0
0.9571498078714219,1.0
0.9452605152915161,1.0
5.397917538163484e-21,-1.0
0.9758421350054748,1.0
4.1165275143723827e-22,-1.0
0.97244199247675,1.0
0.9572724108015819,1.0
0.9753382455776398,1.0
0.9229360571062495,1.0
0.9472990328990709,1.0
0.02571826827540708,-1.0
6.594884910402887e-35,-1.0
8.923169543408577e-37,-1.0
0.9733167370759185,1.0
0.0005452364943688111,-1.0
3.6880512461547327e-37,-1.0
0.9645730117711618,1.0
9.58025066754796e-36,-1.0
0.9692766356802881,1.0
5.187623519695207e-17,-1.0
0.9634865457840075,1.0
0.9746695511913033,1.0
0.9183762535422525,1.0
6.821120650056257e-28,-1.0
1.493324039182362e-10,-1.0
0.9167990262918546,1.0
0.9547831376026009,1.0
0.9431295745020624,1.0
0.9774068545793042,1.0
0.9627395345680165,1.0
0.9583758151271615,1.0
0.88688628059683,1.0
0.9746664158333979,1.0
1.6571515538143716e-18,-1.0
1.731139666452162e-20,-1.0
0.9217721805908361,1.0
1.3924065031038248e-21,-1.0
6.877228849544437e-25,-1.0
0.9701085651940479,1.0
1.463780147367233e-19,-1.0
1.6469535302175202e-33,-1.0
1.2895031526854596e-09,-1.0
1.7996784737823957e-23,-1.0
0.9649687065300528,1.0
0.7309226081464725,1.0
0.957520725431166,1.0
9.928730981415341e-14,-1.0
0.0013728445724102971,-1.0
0.966393787783102,1.0
0.958107076011012,1.0
2.168173930337657e-74,-1.0
0.9621659360023703,1.0
0.9699575400143727,1.0
0.00038755108896115157,-1.0
0.8141500116786989,1.0
0.9740384725112798,1.0
0.9564096099912023,1.0
0.12694619362048293,-1.0
0.965152043055198,1.0
2.6482115249435392e-17,-1.0
9.167450918532836e-06,-1.0
0.9259983861285824,1.0
5.63003474558095e-23,-1.0
9.205524137719295e-49,-1.0
0.9622163540057268,1.0
7.916454674093914e-36,-1.0
0.9519816896999956,1.0
0.974340019571492,1.0
1.2464324456289738e-28,-1.0
0.5411056422433439,1.0
2.5047461992048233e-28,-1.0
0.0024358788337395434,-1.0
0.9703872996497593,1.0
1.9560551483623367e-31,-1.0
0.9702735064415003,1.0
0.9735697575389279,1.0
0.9800299933168504,1.0
0.8831958684871356,1.0
0.980425495576529,1.0
0.9667841151143349,1.0
0.9724622491565795,1.0
0.9669751059675757,1.0
1.6014940834856637e-17,-1.0
0.5451086727435188,1.0
3.2980197220179266e-30,-1.0
0.7268917431629227,1.0
0.9543721294810784,1.0
0.7714943256930431,1.0
0.9573785675665892,1.0
2.0671240224500346e-05,-1.0
0.00032783770622612124,-1.0
3.1877361347439473e-24,-1.0
0.41934905244299997,1.0
1.0128720890248948e-12,-1.0
0.9745827546753342,1.0
0.9808504811765447,1.0
1.0440909311983121e-58,-1.0
2.9878387372973826e-25,-1.0
0.9412852083817143,1.0
2.7715485590540966e-07,-1.0
0.9757512982862439,1.0
0.962458361044525,1.0
0.9809531189512102,1.0
0.9254241060894851,1.0
0.9767894331855096,1.0
0.5336018782137752,1.0
0.9686283428841519,1.0
0.003196653066524203,-1.0
7.958463513255539e-72,-1.0
5.2048827331311265e-20,-1.0
0.9159547073495204,1.0
0.9404354656950644,1.0
2.0992211974142046e-13,-1.0
9.294997032879053e-25,-1.0
0.9710634736647231,1.0
0.15804753679468664,-1.0
0.9677410404602538,1.0
0.9670685439760297,1.0
5.509066894626079e-17,-1.0
0.9687533759153689,1.0
0.9783107801378439,1.0
0.9754650068220295,1.0
0.945880741180839,1.0
0.97965255005546,1.0
2.589991829307313e-24,-1.0
0.9720334009595287,1.0
6.817711024723783e-23,-1.0
0.9672942485312236,1.0
0.7245433116470176,1.0
1.3601022622284106e-25,-1.0
0.9753039200894399,1.0
0.9591274081953186,1.0
0.9734711667882305,1.0
0.9665591605233241,1.0
0.9588244881495038,1.0
0.971291730749763,1.0
0.9688296373616481,1.0
0.9764915245485514,1.0
1.2456589539587608e-15,-1.0
0.8673278751924925,-1.0
0.9609832538069468,1.0
1.721645781719927e-09,-1.0
1.0305148506980138e-25,-1.0
0.9496750114904514,1.0
0.9644032233041434,1.0
0.9375948504293269,1.0
5.4085377285959275e-15,-1.0
4.293515558695371e-28,-1.0
0.9697761064855452,1.0
0.9708036140759939,1.0
0.9651406030744886,1.0
0.9049042384312518,1.0
0.9763272177489408,1.0
0.972850388707631,1.0
1.9818651566449342e-38,-1.0
0.9288543990208005,1.0
6.94346995727468e-14,-1.0
5.414475539752719e-09,-1.0
0.5249035992516775,1.0
0.9532172458607833,1.0
1.1802976004051757e-34,-1.0
6.9350277381596265e-12,-1.0
0.8950319367826275,1.0
2.4519335152183418e-21,-1.0
0.9704645109826221,1.0
0.9692485070966822,1.0
0.9685462096887564,1.0
0.9708860894924615,1.0
1.490790533814607e-27,-1.0
2.0709268427534888e-27,-1.0
0.5757164314794039,1.0
7.457098823751922e-06,1.0
2.9940002680005553e-12,1.0
1.124098729715504e-27,-1.0
5.4664589053529906e-08,1.0
4.658595381939148e-27,-1.0
2.3453558760275065e-28,1.0
3.325603736420393e-13,1.0
1.93271557595614e-06,1.0
0.16542723482570723,1.0
3.669707570332581e-27,-1.0
6.702331280967564e-06,1.0
1.6668416864678037e-27,-1.0
3.260086680668518e-27,-1.0
4.155509642053352e-06,1.0
0.00014143621819545557,1.0
1.5617443580888095e-27,-1.0
2.640312919444013e-27,-1.0
2.383189494692325e-27,-1.0
2.3236104082646198e-27,-1.0
3.3013291733515754e-27,-1.0
4.322874447676669e-27,-1.0
1.8932823059904682e-27,-1.0
4.4300425936806586e-27,-1.0
4.2848482218261396e-27,-1.0
2.8642237621360872e-27,-1.0
2.0419642850657132e-05,1.0
2.402534045203176e-27,-1.0
1.5173917587065988e-27,-1.0
1.3242406176172631e-27,-1.0
0.009999766978441033,1.0
4.937736469363715e-27,-1.0
3.0935303428760073e-27,-1.0
0.7655355679139356,1.0
1.6683688301670833e-27,-1.0
2.0081317826645986e-27,-1.0
1.5940046331052567e-27,-1.0
3.4338599663552704e-27,-1.0
4.687401013980847e-22,1.0
1.3110335476630196e-23,1.0
5.086877064112189e-27,-1.0
0.32946626038931304,1.0
1.5527733299073147e-27,-1.0
2.055528802816305e-27,-1.0
1.8317303633219198e-27,-1.0
2.4096930234004157e-28,-1.0
2.909176798096744e-28,-1.0
8.60934815116539e-07,1.0
4.585170391655199e-06,1.0
1.6865290512421354e-45,1.0
4.2208949389776204e-27,-1.0
3.8344153431283836e-30,1.0
2.11748427338091e-27,-1.0
1.5292348220183968e-26,-1.0
2.3433487118822698e-27,-1.0
1.504927963854248e-26,1.0
4.626757334021267e-27,-1.0
3.986845131944013e-27,-1.0
0.012471931424767555,1.0
0.03710181273200015,1.0
0.00022654873978944574,1.0
1.522183395979839e-27,-1.0
0.0008722566827447823,1.0
1.3212212835118943e-27,-1.0
2.796697211987878e-28,-1.0
4.193605857904436e-27,-1.0
3.0353498282247225e-15,1.0
4.12597302133132e-27,-1.0
1.6774327333731718e-15,1.0
5.851046310867556e-62,1.0
1.68795151106761e-27,-1.0
0.40825814241586644,1.0
2.4093365379623497e-24,1.0
6.188770864798404e-27,-1.0
0.05950871967495473,1.0
2.856027839376234e-27,-1.0
2.669480626865576e-27,-1.0
1.7121217977457883e-27,-1.0
3.6114053079072936e-27,-1.0
4.4937522205156474e-24,1.0
4.930142006892513e-27,-1.0
1.8520181323491597e-27,-1.0
1.861874546774157e-27,-1.0
1.1492842919152217e-26,1.0
0.01833976571685662,1.0
4.474215630617236e-27,-1.0
3.235197481125062e-10,1.0
2.7844233225603693e-27,-1.0
3.202029148151241e-27,-1.0
2.096710272831881e-27,-1.0
3.041865148618026e-27,-1.0
2.475064481417537e-27,-1.0
3.6480045670027284e-07,1.0
0.6194255766739062,1.0
6.81356877997045e-12,1.0
5.228181058827797e-28,1.0
2.6791825440988686e-27,-1.0
1.4223100628259781e-27,-1.0
0.001459765346231299,1.0
0.6123454655263959,1.0
0.00408820566381952,1.0
0.19754331950397638,1.0
1.0701703742323124e-34,1.0
3.624492601404688e-27,-1.0
3.607137019317685e-27,-1.0
3.89365144247342e-27,-1.0
2.1181230823071793e-27,-1.0
1.0533966487485593e-11,1.0
4.2246986060274896e-14,1.0
5.664852335092075e-09,1.0
2.4121360063463853e-27,-1.0
1.5755352043733552e-06,1.0
1.2318153073554145e-27,-1.0
3.565486742700932e-27,-1.0
3.3387248051431067e-19,1.0
2.4816728141614873e-27,-1.0
1.0194123206306693e-25,1.0
1.5864236987178155e-27,-1.0
5.299946303818361e-27,-1.0
7.953081839925247e-28,-1.0
1.2159406245735973e-16,1.0
0.0015250555164943273,1.0
1.0534632870555667e-27,-1.0
8.68386230474711e-27,-1.0
5.65175431132192e-29,1.0
2.393118673055575e-27,-1.0
2.5996643839495745e-27,-1.0
4.209882199949552e-05,1.0
0.00269445335345607,1.0
1.024877282829564e-08,1.0
0.0015065131083367616,1.0
3.1861434082937385e-27,-1.0
9.099817918122298e-22,1.0
3.752361470800317e-27,-1.0
1.1171325658125742e-26,-1.0
2.3464857560905184e-27,-1.0
9.454056098278743e-05,1.0
6.014354041884011e-27,-1.0
1.7622682366029316e-27,-1.0
1.9632092548675752e-27,-1.0
2.0075599128406614e-27,-1.0
2.2313583641617907e-27,-1.0
6.215252092023457e-27,-1.0
8.055744102087925e-28,-1.0
3.9701038623650863e-28,-1.0
2.3704453818313783e-27,-1.0
1.2544899984886187e-27,-1.0
1.6933739152171534e-27,-1.0
2.961505724812239e-27,-1.0
0.008394466864911476,1.0
4.248414368729561e-27,-1.0
1.3903953084034e-27,-1.0
7.198006365393528e-07,1.0
1.974702612156663e-27,-1.0
2.6685129152535428e-27,-1.0
2.1530683829494744e-27,-1.0
1.8923962490145649e-06,1.0
2.5198027154325284e-27,-1.0
8.393573415899597e-11,1.0
0.21574747513242667,1.0
1.3687147407110302e-07,1.0
3.359719301264781e-27,-1.0
0.022499105235483294,1.0
2.0135168178432834e-22,1.0
3.1948914953521053e-27,-1.0
9.660253454058054e-05,1.0
0.004160783312497226,1.0
2.4287571872935105e-27,-1.0
2.1665820843870762e-27,-1.0
0.04774245734650486,1.0
1.3570112335542174e-27,-1.0
1.0676730954706595e-26,1.0
1.0549249554665097e-26,-1.0
2.5984121121274175e-27,-1.0
2.3390676381697725e-27,-1.0
2.408755380964883e-27,-1.0
9.402526945835462e-50,1.0
3.858114228382177e-27,-1.0
1.737955136948872e-05,1.0
0.0007295051139565151,1.0
6.257296722888933e-27,-1.0
0.6683523565788048,1.0
3.771339450922874e-27,-1.0
4.7181130904375346e-05,1.0
3.207283294155299e-27,-1.0
4.1149717837592425e-11,1.0
1.6408650520355293e-27,-1.0
0.0008476436144509515,1.0
0.02338465265068679,1.0
0.0010062319394769615,1.0
4.495315504609305e-27,-1.0
5.946796718780224e-27,-1.0
2.885066695730289e-27,-1.0
1.7838012383882216e-27,-1.0
3.900398769846593e-27,-1.0
7.855375006899489e-27,-1.0
4.4790721118326884e-17,1.0
3.1273991971918657e-27,-1.0
1.6040599002858256e-27,-1.0
2.712005679756594e-27,1.0
2.5082111860443384e-27,-1.0
4.5810244066232005e-27,-1.0
2.6050096492457e-27,-1.0
3.0678974522027995e-27,-1.0
1.675030794674138e-08,1.0
5.2564017346062866e-27,-1.0
2.4198054433735596e-27,-1.0
1.6088214578879994e-27,-1.0
1.621637180392551e-27,-1.0
2.868815698913435e-27,-1.0
0.43903828288957214,1.0
0.00019721566701245947,1.0
3.721705819381531e-27,-1.0
3.7143016792220965e-27,-1.0
0.020793914185920116,1.0
1.5025943628566214e-27,-1.0
3.869023123316413e-27,-1.0
1.5310802612128058e-27,-1.0
5.121420850698771e-27,-1.0
4.606384930913388e-09,1.0
2.4273167964439188e-27,-1.0
8.624616576869599e-28,-1.0
2.981709638194773e-27,-1.0
0.24688363658088566,1.0
1.7528405667226417e-27,-1.0
0.16258809333869545,1.0
2.5240386840658098e-27,-1.0
3.953428959113918e-27,-1.0
0.015719274119995002,1.0
0.0001270002851040929,1.0
3.8409241070690824e-27,-1.0
0.01869316101433663,1.0
1.5288248923105483e-27,-1.0
2.529021034682367e-27,-1.0
8.101475366190134e-42,1.0
0.02734585532586466,1.0
3.536277208400192e-27,-1.0
9.582707750143109e-28,-1.0
2.1809520230213612e-13,1.0
2.241936730558289e-27,-1.0
2.0661659168986254e-25,1.0
1.293266831502072e-06,1.0
4.685941014898646e-27,1.0
2.8072986453254165e-27,-1.0
0.0001660546617451042,1.0
5.904488827360555e-05,1.0
9.868448499733153e-27,-1.0
3.365224437152831e-14,1.0
0.0010875488379735018,1.0
1.2817535187972516e-27,-1.0
1.873746062851922e-05,1.0
0.20838577646271456,1.0
0.001101342987808852,1.0
5.8848005971033656e-27,-1.0
3.314057756978893e-27,-1.0
0.28018645776665,1.0
2.853165274836965e-30,1.0
4.362584814139347e-27,-1.0
3.623216287927863e-05,1.0
2.8333356842776396e-27,-1.0
7.065255652061895e-08,1.0
3.0406881960157954e-27,-1.0
1.261334889222378e-27,-1.0
0.05704041233033349,1.0
3.867406519644806e-05,1.0
1.4528741837111768e-27,-1.0
3.2515445524840725e-27,-1.0
3.30554705957419e-27,-1.0
4.878195798263055e-20,1.0
1.9182230231973615e-27,-1.0
5.211691503182362e-27,-1.0
4.583439309367654e-27,-1.0
3.3580479323613676e-27,-1.0
4.8134082196457326e-05,1.0
1.5476440751579787e-27,-1.0
3.839023883228822e-27,-1.0
3.170692414125998e-08,1.0
0.0033504407994393126,1.0
0.05820193069025799,1.0
3.0011240012511057e-27,-1.0
0.0025457448377649134,1.0
2.4021029028157618e-27,-1.0
2.7515911267242232e-27,1.0
1.3114101469164308e-08,1.0
9.851599206522157e-27,-1.0
3.825376624080848e-16,1.0
3.010683827076199e-27,-1.0
3.8568028852808004e-27,-1.0
1.079329676874906e-09,1.0
8.7286921450863e-27,-1.0
1.6854642269689186e-27,-1.0
1.2656403400436593e-06,1.0
3.36305922180639e-27,1.0
1.8949112647545806e-27,-1.0
7.748772081376258e-14,1.0
2.9059166785863704e-27,-1.0
6.2408478422795406e-27,-1.0
5.373357956121968e-27,-1.0
0.020416818517065262,1.0
1.250474349243466e-27,-1.0
3.215795438023606e-10,1.0
4.9941456911292565e-27,-1.0
3.361256109245712e-27,-1.0
8.558754794514042e-29,-1.0
9.354644633575675e-28,-1.0
3.0095418027138573e-27,-1.0
1.1739870064131723e-24,1.0
0.00072673162051513,1.0
1.8059947851826712e-27,-1.0
2.787114440565092e-27,-1.0
4.5139052477808185e-27,-1.0
2.1156444526289333e-27,-1.0
7.912296823598455e-25,1.0
4.6675925774106026e-27,-1.0
1.9479517042585452e-25,1.0
4.1609069192384615e-27,1.0
1.9318165513595403e-27,-1.0
4.3769022783160724e-27,-1.0
0.0002813696391107362,1.0
3.0741390745767246e-27,-1.0
1.3429707060629223e-05,1.0
4.077853001561663e-27,-1.0
3.093687671983807e-27,-1.0
1.5899629688494565e-27,-1.0
0.0015931118419461856,1.0
0.004126439238409193,1.0
0.35862955577333544,1.0
2.1058238001699682e-24,1.0
2.3651233374301672e-25,1.0
5.252473604941325e-27,-1.0
2.038274574696763e-27,-1.0
0.011015842229367594,1.0
2.5695913723025077e-27,-1.0
1.2964201999209324e-27,-1.0
5.130319146444437e-11,1.0
2.738136650113754e-27,-1.0
0.0219757365077192,1.0
1.3164721674574691e-08,1.0
1.0776651853892235e-27,-1.0
2.081512707166467e-27,-1.0
1.9946712898353607e-23,1.0
2.0080207644309384e-27,-1.0
1.70481957254689e-27,-1.0
0.13831662591009777,1.0
9.069279396032557e-28,-1.0
1.1917469323914848e-05,1.0
1.2311750489617967e-22,1.0
2.796791461665611e-22,1.0
2.341831356473882e-06,1.0
1.6480861680408862e-23,-1.0
4.5328680848552316e-26,1.0
0.24824339990716973,1.0
1.8647711130952548e-27,-1.0
6.328786210356896e-11,1.0
2.7540002487860773e-27,-1.0
4.498989267862762e-30,1.0
0.7479529483346852,1.0
0.0005033663742020377,1.0
3.6123898991256255e-18,1.0
8.177444896786758e-28,-1.0
1.1188154035359949e-27,-1.0
1.0592330665656565e-20,1.0
3.1604337143190004e-27,-1.0
8.635361938441365e-28,-1.0
5.421097724083845e-22,1.0
3.5100910104889385e-14,1.0
0.07523252524388771,1.0
3.52893496860638e-08,1.0
3.550394919427282e-27,-1.0
4.679575673887659e-27,-1.0
2.6822607260559643e-27,-1.0
8.112957111091762e-28,-1.0
2.460178122114751e-27,-1.0
3.74989146834822e-30,1.0
4.455068196163901e-27,-1.0
0.025629411865716142,1.0
3.3378724131537345e-27,-1.0
2.3901486171567564e-27,-1.0
2.858193367834544e-27,-1.0
1.4906031456762689e-27,-1.0
1.2681702793890176e-27,-1.0
2.7967497148794105e-23,1.0
8.200380988846136e-07,1.0
3.864329664298767e-06,1.0
5.94782158834529e-27,-1.0
1.684837480675031e-17,1.0
1.4114720959987305e-05,1.0
3.893026262556585e-27,-1.0
0.15039220575887613,1.0
2.53712193822688e-27,-1.0
0.022016105915315515,1.0
3.315319817286334e-27,-1.0
4.774186679152093e-27,-1.0
1.369039948928043e-26,-1.0
