timestamp,e0,e1,e2,e3,e4,e5,e6
2024-07-19T15:46:09.652102,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:09.661990,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:09.672139,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:09.681780,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:09.691849,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:09.704415,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:09.718740,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:09.752342,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:09.794234,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:09.835601,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:09.876278,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:09.917250,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:09.958266,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:09.999536,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:10.040462,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:10.082596,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:10.124461,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:10.167905,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:10.215037,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:10.266162,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:10.316949,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:10.375290,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:10.433634,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:10.496085,0.0001258099719294581,8.377617540467064e-06,-7.485351662617212e-06,2.3674485489344477e-05,-7.510122146853204e-05,-3.82341176021761e-05,-3.838539123524054e-05
2024-07-19T15:46:10.559123,7.1502986707105975e-06,-6.454698967650607e-06,1.835834027197336e-05,5.491537142177094e-05,-1.5620811907313126e-06,2.511754002076927e-05,-1.8340216328627257e-05
2024-07-19T15:46:10.624149,1.2440012361780717e-05,-9.211413812493241e-06,1.3710230147401248e-05,5.594518639151502e-05,5.214302747358346e-07,2.277785905580032e-05,-1.264360215924576e-05
2024-07-19T15:46:10.694116,4.3662389117571365e-06,-3.880717596022043e-06,1.6092805753209483e-05,5.601595915605273e-05,-5.448305929189878e-07,2.2777852335842397e-05,-2.1697149922283998e-05
2024-07-19T15:46:10.765635,0.0009338592772569765,-0.00015134205838304715,0.0009679332058826207,0.0003911762817221387,-0.00010458099595123116,6.147586092231094e-05,-3.6929011048458804e-05
2024-07-19T15:46:10.839804,0.00022624656189007553,-2.3662088916187596e-05,0.00023407476250980608,0.0001811698635867387,-2.854080110700763e-05,7.033935235600808e-05,-3.924840216640302e-05
2024-07-19T15:46:10.918242,0.00011624090903716855,-3.829990816039963e-05,8.108915251470172e-05,5.785581337836021e-05,-2.2045712938206785e-05,5.396618811648324e-05,-3.0234064694156793e-05
2024-07-19T15:46:10.996639,-4.2683334683824015e-05,-5.760703433246861e-05,-4.434024850907825e-05,5.3399011672006225e-05,-1.2903109678580327e-05,6.40466869854528e-05,-3.718849023459647e-05
2024-07-19T15:46:11.080457,4.5641247125471907e-05,-6.780698123795559e-05,1.357264574386452e-05,2.5968500373618753e-05,-1.695895635331346e-05,5.518689102013141e-05,-3.247062469557971e-05
