timestamp,dq_d0,dq_d1,dq_d2,dq_d3,dq_d4,dq_d5,dq_d6
2024-07-19T15:46:09.652102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:09.661990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:09.672139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:09.681780,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:09.691849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:09.704415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:09.718740,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:09.752342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:09.794234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:09.835601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:09.876278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:09.917250,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:09.958266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:09.999536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.040462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.082596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.124461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.167905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.215037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.266162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.316949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.375290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.433634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.496085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.559123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.624149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.694116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.765635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.839804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.918242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:10.996639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:11.080457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:11.167526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:11.257148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:11.347889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:11.442239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:11.539031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:11.637998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:11.742763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:11.849070,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:11.962453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:12.078285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:12.194883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:12.315165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:12.435159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:12.557276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:12.680493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:12.809319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:12.939988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:13.070625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:13.208454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:13.344815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:13.475452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:13.607234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:13.752244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:13.896075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:14.038918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:14.193047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:14.355076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:14.516639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:14.670686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:14.821093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:14.975390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:15.141064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:15.313151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:15.488687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:15.664896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:15.839117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:16.024044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:16.204516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:16.388335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:16.569054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:16.756960,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:16.944409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:17.177507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:17.397304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:17.603868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:17.805759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:18.013908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:18.222771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:18.475931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:18.692293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:18.897667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:19.116996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:19.337297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:19.555898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:19.789795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:20.065078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:20.316194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:20.556047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:20.796118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:21.038327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:21.285562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:21.531055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:21.774659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:22.027994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:22.278450,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:22.590904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:22.855885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:23.118566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:23.389552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:23.659335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:23.930766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:24.204418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:24.483114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:24.760429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:25.094103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:25.476772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:25.820914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:26.100321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:26.380794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:26.663781,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:26.951857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:27.255639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:27.559636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:27.856838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:28.152600,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:28.450755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:28.756507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:29.074549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:29.384405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:29.761160,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:30.131677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:30.474771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:30.803053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:31.124550,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:31.460988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:31.801282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:32.172504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:32.515969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:32.869657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:33.223398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:33.582258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:33.935214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:34.295264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:34.642896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:35.006784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:35.408585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:35.793796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:36.182407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:36.565867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:36.954942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19T15:46:37.338878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
