timestamp,tau_ext0,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6
2024-07-19T15:46:09.652102,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:09.661990,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:09.672139,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:09.681780,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:09.691849,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:09.704415,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:09.718740,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:09.752342,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:09.794234,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:09.835601,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:09.876278,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:09.917250,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:09.958266,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:09.999536,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:10.040462,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:10.082596,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:10.124461,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:10.167905,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:10.215037,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:10.266162,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:10.316949,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:10.375290,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:10.433634,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:10.496085,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:10.559123,-0.2155801928668701,0.15496221348839048,-0.3794559792893154,-0.033219065350586184,0.09272576354664461,0.246950771272228,-0.05677349789754916
2024-07-19T15:46:10.624149,-0.21292155288573894,0.163955006352969,-0.3651083968564552,-0.06368233313777164,0.09274154116522,0.242769447521964,-0.05461830077506596
2024-07-19T15:46:10.694116,-0.19903093178372167,0.163936861395225,-0.3514542339388037,-0.0722776715615213,0.09261642558203655,0.23992812725424534,-0.055386308136286436
2024-07-19T15:46:10.765635,3.7979983281413734,-0.037012864096006896,3.644077962707041,2.1541656822274415,-0.5564278851746665,0.36774587789326263,-0.10872920135725037
2024-07-19T15:46:10.839804,1.0970245340468225,0.03961882338545198,1.0309260274015302,0.5691470046776596,-0.08476671862549938,0.26304482566125664,-0.13304135075908766
2024-07-19T15:46:10.918242,0.1587929365822333,-0.06332685827741574,0.05319513199427165,0.07611171029862959,0.0347653748812174,0.24703354221369123,-0.13834476500766432
2024-07-19T15:46:10.996639,-0.21672176838671658,0.08096057196299523,-0.37638855733598764,-0.01492271012203566,0.0679930509401926,0.2469735992150586,-0.1352902434776676
2024-07-19T15:46:11.080457,-0.09839116082923444,0.07195118291017154,-0.24279309625531761,-0.12505439825724707,0.0744680670996998,0.23085811738944312,-0.13333241429854087
2024-07-19T15:46:11.167526,-0.356022085786687,0.15474175959267664,-0.5159756776306917,-0.03340648217173934,0.07351181582848526,0.24476190015655094,-0.1373152794171486
2024-07-19T15:46:11.257148,-0.15942877439601824,0.14503757276373785,-0.27483151241148296,-0.010425354015753705,0.07416223337968587,0.24347082716066612,-0.13628467177520054
2024-07-19T15:46:11.347889,-0.017536541488243598,0.13905392669234326,-0.1226060190673789,-0.09348153542620649,0.07001442934836734,0.23240476447774097,-0.13407526295972483
2024-07-19T15:46:11.442239,-0.2505891633575278,0.10815667069955856,-0.3739118237654379,-0.08494494196949437,0.07006836201211326,0.2383827377339289,-0.13449191624430226
2024-07-19T15:46:11.539031,-0.2666980349263264,0.1449841563518443,-0.40647787265039476,-0.10083959526539193,0.07250923528288568,0.23764831407680126,-0.1358611578701189
2024-07-19T15:46:11.637998,-0.11371699810849498,0.1739473522179759,-0.2252354725295463,-0.06461861116461903,0.07370716790520546,0.23485528883718063,-0.13776636434007572
2024-07-19T15:46:11.742763,-0.08806235399476947,0.15773044033599443,-0.18793225698569285,-0.0421193704959884,0.066837668626848,0.23485595858991112,-0.1340905013299998
2024-07-19T15:46:11.849070,-0.2221976105205938,0.1811249206932902,-0.3414926031876928,-0.06092017417122506,0.07119859360178629,0.23738278917552075,-0.13673819940457588
2024-07-19T15:46:11.962453,-0.24389404738086312,0.1825851909183834,-0.3650857970731517,-0.07798041314800187,0.07309482680347076,0.2353075782134501,-0.13379780002643693
2024-07-19T15:46:12.078285,-0.1723705829169047,0.17193115463368552,-0.3025750541944114,-0.053666939007386325,0.0714930656260493,0.23841779111513534,-0.13435396289607954
2024-07-19T15:46:12.194883,-0.15714814515737907,0.16690617072451092,-0.2953584557966969,-0.06811229944139632,0.06934264015356645,0.23518890370275639,-0.1346089273005654
2024-07-19T15:46:12.315165,-0.16208317586301854,0.1594751983001165,-0.3011155848011043,-0.06970254483922622,0.06873885361855274,0.23995794858145536,-0.1346982847668382
2024-07-19T15:46:12.435159,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:12.557276,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:12.680493,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:12.809319,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
2024-07-19T15:46:12.939988,-0.12099882247041016,0.2527595826771739,-0.31467560782582965,-0.025747255601801047,-0.0065295201556439236,0.1877840908318396,-0.07662200910294503
