timestamp,dq_d0,dq_d1,dq_d2,dq_d3,dq_d4,dq_d5,dq_d6
2024-07-18T18:28:44.263011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.272927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.282642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.294751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.306296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.320776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.338703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.364280,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.405399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.446281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.487286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.529323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.571255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.613296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.655230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.691116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.728051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.770047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.812498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.858594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.906819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.960135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.014136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.073212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.131636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.196593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.262767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.327967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.398728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.545072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.623370,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.705118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.787801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.874053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.961103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
