timestamp,dq0,dq1,dq2,dq3,dq4,dq5,dq6
2024-07-18T18:28:44.263011,-0.0013013797586234935,-0.000310147194366335,-0.0007397945820350305,-0.000296863004966976,-0.0006896107915329864,0.005674255814269362,-0.0032717476649264314
2024-07-18T18:28:44.272927,0.00041100452200558,0.0010670924739565784,-0.00017268542961900715,-0.000556665621178412,0.00011388271579479402,-0.006406438401647924,0.0005562824341946086
2024-07-18T18:28:44.282642,0.0020740083397101663,0.00020734203160937057,-0.0020443506104622054,-0.0005323560181060268,-0.0001763562510536462,-0.0005469407625413047,-0.0005337624130546981
2024-07-18T18:28:44.294751,-0.0003788450737664652,0.00013961748743430858,0.0005410666551853045,0.0005119454782512207,-0.0005199098685918776,0.0005518963047815075,0.0007693993602676556
2024-07-18T18:28:44.306296,-0.0016741454629332568,-0.00031179632223613354,0.00012256541497492445,9.992224685993645e-06,0.00019719625744507444,0.00013556167177414922,0.0015183935558326853
2024-07-18T18:28:44.320776,0.0011106683964820286,0.0007329365744314631,-0.002026336953749828,0.0015511860333762694,0.0009151236963393709,-0.00015845483178116658,-0.0003094961912310913
2024-07-18T18:28:44.338703,-0.002496811034776236,-0.0010810076512035452,-0.0002410458232848752,-0.0006385558323275156,-0.00020651708267769892,0.0008834354496442644,-0.0014756709370954675
2024-07-18T18:28:44.364280,-0.0011916794518210933,0.00016799227953151136,0.0002611770326118683,-0.0003658321338872989,-0.00041068440021364215,0.0006313455566559067,0.001776138061891799
2024-07-18T18:28:44.405399,0.002575528645181235,-0.0018027183337859043,-0.0012946933450312709,-0.0005647082549213658,0.000477538047864041,9.300114627772832e-05,-0.0005374898140630941
2024-07-18T18:28:44.446281,-0.0020945252978228847,-0.0010078513410654623,-0.0008054037077287592,-2.524768281046468e-05,1.7244683161964895e-05,7.896362817735143e-05,9.897875839590189e-05
2024-07-18T18:28:44.487286,0.000450277895123973,-0.00034584474157182087,-0.0003105636317308297,0.0015772130639226708,0.005244972085877419,0.00023862431448435755,-5.937609060890548e-05
2024-07-18T18:28:44.529323,0.0008958630456492034,-0.0008359300205475113,0.0012151730212529,0.00139858024491563,0.0001906205715703003,-0.004418106145929578,-0.00017678754948867163
2024-07-18T18:28:44.571255,0.00017438536008005938,0.0005241685322385481,6.771839179080709e-05,-0.0014066592490790946,-0.00011731994912328752,0.00042231702507028023,-0.002103661515534096
2024-07-18T18:28:44.613296,0.0010902857376207111,-0.0013829061287421818,0.0006179572729847518,-0.00019767977725984265,-0.0006913699842661089,0.0006319757523254499,0.0009746975077280395
