timestamp,etau_J0,etau_J1,etau_J2,etau_J3,etau_J4,etau_J5,etau_J6
2024-07-18T18:28:44.263011,"[  0.18862289  17.1451931    2.04212475 -17.84766579  -0.48372591
  -2.51026535   0.15119532]"
2024-07-18T18:28:44.272927,"[  0.18862289  17.18486595   2.07783031 -17.84766579  -0.45626009
  -2.51026535   0.12098292]"
2024-07-18T18:28:44.282642,"[  0.26400131  17.18486595   2.00641918 -17.84766579  -0.46541536
  -2.53040695   0.09992579]"
2024-07-18T18:28:44.294751,"[  0.18862289  17.18486595   2.07783031 -17.81196022  -0.47457063
  -2.51026535   0.13105372]"
2024-07-18T18:28:44.306296,"[  0.11324447  17.1451931    2.07783031 -17.81196022  -0.44710481
  -2.52033615   0.13105372]"
2024-07-18T18:28:44.320776,"[  0.22432846  17.22057152   2.00641918 -17.77228737  -0.43794954
  -2.52033615   0.07978418]"
2024-07-18T18:28:44.338703,"[  0.07357162  17.1451931    2.07783031 -17.84766579  -0.46541536
  -2.49927902   0.06971338]"
2024-07-18T18:28:44.364280,"[  0.11324447  17.18486595   2.07783031 -17.84766579  -0.46541536
  -2.54139328   0.16126612]"
2024-07-18T18:28:44.405399,"[  0.26400131  17.10552025   2.04212475 -17.84766579  -0.45626009
  -2.52033615   0.09992579]"
2024-07-18T18:28:44.446281,"[  0.14895004  17.1451931    2.04212475 -17.84766579  -0.46541536
  -2.52033615   0.13105372]"
2024-07-18T18:28:44.487286,"[  0.18862289  17.1451931    2.04212475 -17.77228737  -0.46541536
  -2.52033615   0.08985499]"
2024-07-18T18:28:44.529323,"[  0.18862289  17.1451931    2.11750317 -17.77228737  -0.45626009
  -2.53040695   0.12098292]"
2024-07-18T18:28:44.571255,"[  0.18862289  17.18486595   2.07783031 -17.88337135  -0.45626009
  -2.51026535   0.06971338]"
2024-07-18T18:28:44.613296,"[  0.18862289  17.10552025   2.07783031 -17.81196022  -0.47457063
  -2.52033615   0.13105372]"
2024-07-18T18:28:44.655230,"[  0.18862289  17.1451931    2.07783031 -17.81196022  -0.45626009
  -2.53040695   0.14112452]"
