timestamp,q_d0,q_d1,q_d2,q_d3,q_d4,q_d5,q_d6
2024-07-18T18:28:44.263011,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.272927,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.282642,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.294751,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.306296,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.320776,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.338703,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.364280,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.405399,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.446281,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.487286,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.529323,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.571255,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.613296,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.655230,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
2024-07-18T18:28:44.691116,-1.8831357469583145,-0.1403021048642264,0.5155441961208314,-2.6733181316420347,0.1833278508716159,2.5999290779961233,0.9505330432558226
