timestamp,e0,e1,e2,e3,e4,e5,e6
2024-07-18T18:28:44.263011,"[-1.75670321e-04  1.25910023e-04 -8.05037716e-05  2.98743733e-05
  6.12994035e-05 -3.37794975e-05 -5.33262884e-05]"
2024-07-18T18:28:44.272927,"[-1.77813133e-04  1.23128699e-04 -8.30596585e-05  2.98824755e-05
  5.82476457e-05 -3.34262868e-05 -4.99693549e-05]"
2024-07-18T18:28:44.282642,"[-1.83105802e-04  1.23125639e-04 -7.56552462e-05  2.98734312e-05
  5.92648983e-05 -3.12014110e-05 -4.76296739e-05]"
2024-07-18T18:28:44.294751,"[-1.77816088e-04  1.23151885e-04 -7.99327161e-05  2.76149133e-05
  6.02821509e-05 -3.34262849e-05 -5.10883327e-05]"
2024-07-18T18:28:44.306296,"[-1.70379626e-04  1.25909699e-04 -7.99384898e-05  2.73686832e-05
  5.72261677e-05 -3.23073070e-05 -5.10883327e-05]"
2024-07-18T18:28:44.320776,"[-1.80321730e-04  1.20619985e-04 -7.52334447e-05  2.53250606e-05
  5.62131405e-05 -3.23073070e-05 -4.53917181e-05]"
2024-07-18T18:28:44.338703,"[-1.69742315e-04  1.25938860e-04 -8.22820603e-05  3.01236321e-05
  5.92648983e-05 -3.46469879e-05 -4.42727403e-05]"
2024-07-18T18:28:44.364280,"[-1.72526375e-04  1.23125639e-04 -8.07454701e-05  3.01206047e-05
  5.92605706e-05 -2.67887116e-05 -5.44452663e-05]"
2024-07-18T18:28:44.405399,"[-1.83105802e-04  1.28693758e-04 -7.97758109e-05  3.00970200e-05
  5.82432578e-05 -3.23073070e-05 -4.44505980e-05]"
2024-07-18T18:28:44.446281,"[-1.75005537e-04  1.25919419e-04 -8.05472246e-05  2.98733181e-05
  5.92648983e-05 -3.23073069e-05 -5.43069835e-05]"
2024-07-18T18:28:44.487286,"[-1.77816088e-04  1.26618336e-04 -7.97648579e-05  2.45849738e-05
  5.92648983e-05 -3.54862213e-05 -4.75835796e-05]"
2024-07-18T18:28:44.529323,"[-1.77816088e-04  1.25909699e-04 -8.50545951e-05  2.46110823e-05
  5.82476457e-05 -3.11883829e-05 -4.99693549e-05]"
2024-07-18T18:28:44.571255,"[-1.77816088e-04  1.23213124e-04 -8.07134068e-05  3.23789717e-05
  5.83661191e-05 -3.34146565e-05 -4.42727403e-05]"
2024-07-18T18:28:44.613296,"[-1.77816088e-04  1.28693758e-04 -8.21222021e-05  2.95930180e-05
  6.02821509e-05 -3.23073070e-05 -5.10883327e-05]"
2024-07-18T18:28:44.655230,"[-1.77816088e-04  1.25909699e-04 -7.99555185e-05  2.76423854e-05
  5.82081546e-05 -2.80094147e-05 -5.22205561e-05]"
2024-07-18T18:28:44.691116,"[-1.78175975e-04  1.25909699e-04 -8.08655515e-05  2.74500822e-05
  5.82476455e-05 -3.31465224e-05 -5.10883328e-05]"
2024-07-18T18:28:44.728051,"[-1.77816088e-04  1.23125963e-04 -8.06324913e-05  2.73680454e-05
  5.82476457e-05 -3.23073076e-05 -5.22073106e-05]"
2024-07-18T18:28:44.770047,"[-1.77816088e-04  1.23125644e-04 -8.37376741e-05  2.45866698e-05
  5.92648983e-05 -3.34262868e-05 -4.42727403e-05]"
2024-07-18T18:28:44.812498,"[-1.77816088e-04  1.25910671e-04 -7.80502376e-05  2.98655863e-05
  6.02821509e-05 -3.34262850e-05 -4.87486517e-05]"
2024-07-18T18:28:44.858594,"[-1.75032028e-04  1.25909699e-04 -7.99558355e-05  2.73951490e-05
  5.92648983e-05 -3.23087605e-05 -5.22073106e-05]"
2024-07-18T18:28:44.906819,"[-1.77816088e-04  1.23204412e-04 -7.77647916e-05  2.99099495e-05
  5.82476457e-05 -3.11883291e-05 -4.87486517e-05]"
2024-07-18T18:28:44.960135,"[-1.72526375e-04  1.25918448e-04 -8.08774098e-05  2.73676658e-05
  5.82476457e-05 -3.23073067e-05 -4.53917181e-05]"
2024-07-18T18:28:45.014136,"[-1.80321742e-04  1.20623873e-04 -8.20445221e-05  2.76159309e-05
  6.02821509e-05 -2.56697337e-05 -4.87486517e-05]"
2024-07-18T18:28:45.073212,"[-1.80321742e-04  1.25909699e-04 -8.28544917e-05  2.98733188e-05
  5.81591463e-05 -3.11883291e-05 -4.42712867e-05]"
2024-07-18T18:28:45.131636,"[-1.77816088e-04  1.25935944e-04 -7.99587526e-05  2.73680426e-05
  5.72303931e-05 -3.02473704e-05 -5.22073106e-05]"
2024-07-18T18:28:45.196593,"[-1.75032028e-04  1.23125639e-04 -7.98545570e-05  2.45927619e-05
  5.82476457e-05 -3.11883291e-05 -5.44452663e-05]"
2024-07-18T18:28:45.262767,"[-1.77816088e-04  1.23125963e-04 -8.02406631e-05  3.06150648e-05
  5.92648985e-05 -3.35439865e-05 -4.42727403e-05]"
2024-07-18T18:28:45.327967,"[-1.77816088e-04  1.25909700e-04 -8.00104046e-05  2.68088824e-05
  5.82476457e-05 -3.46426274e-05 -4.99693549e-05]"
2024-07-18T18:28:45.398728,"[-1.77816088e-04  1.28693758e-04 -8.02447337e-05  3.23789719e-05
  5.82476457e-05 -3.23073063e-05 -4.53917181e-05]"
2024-07-18T18:28:45.470996,"[-1.72523431e-04  1.31199412e-04 -7.97764025e-05  2.99225696e-05
  6.02821509e-05 -3.11883291e-05 -4.42727403e-05]"
2024-07-18T18:28:45.545072,"[-1.80322069e-04  1.25935980e-04 -7.56548759e-05  2.72970346e-05
  5.82476457e-05 -3.26605376e-05 -4.87486517e-05]"
2024-07-18T18:28:45.623370,"[-1.77816088e-04  1.23125751e-04 -8.00075512e-05  2.53532770e-05
  5.62131224e-05 -3.23073070e-05 -5.22073106e-05]"
2024-07-18T18:28:45.705118,"[-1.75032028e-04  1.29437387e-04 -8.50549157e-05  2.73680040e-05
  5.72289305e-05 -3.23073070e-05 -4.65106960e-05]"
2024-07-18T18:28:45.787801,"[-1.75032028e-04  1.20619985e-04 -8.00431507e-05  3.03377166e-05
  5.82476457e-05 -3.11883829e-05 -5.10883327e-05]"
2024-07-18T18:28:45.874053,"[-1.77816088e-04  1.25909699e-04 -8.07220720e-05  2.98733183e-05
  5.82476457e-05 -3.44859229e-05 -4.20392001e-05]"
2024-07-18T18:28:45.961103,"[-1.75032028e-04  1.28694084e-04 -7.97672356e-05  2.98826067e-05
  5.93043894e-05 -3.11839684e-05 -5.33262884e-05]"
2024-07-18T18:28:46.050350,"[-1.75032028e-04  1.23125639e-04 -8.27405806e-05  2.73676578e-05
  5.82476456e-05 -3.46644305e-05 -5.22073106e-05]"
2024-07-18T18:28:46.138919,"[-1.77817069e-04  1.23125643e-04 -7.72712164e-05  2.73686818e-05
  5.72303931e-05 -3.23073070e-05 -4.53917181e-05]"
2024-07-18T18:28:46.231560,"[-1.80321742e-04  1.26630968e-04 -8.09810895e-05  2.98497707e-05
  5.82476457e-05 -3.23073070e-05 -5.22073106e-05]"
2024-07-18T18:28:46.324393,"[-1.75032028e-04  1.23125639e-04 -8.59599001e-05  2.76149133e-05
  5.92648983e-05 -3.10279281e-05 -5.10883327e-05]"
2024-07-18T18:28:46.419884,"[-1.77816087e-04  1.23125639e-04 -8.02514631e-05  2.73677774e-05
  6.02821509e-05 -3.11883291e-05 -4.76296739e-05]"
2024-07-18T18:28:46.518101,"[-1.77816088e-04  1.23125639e-04 -7.95340574e-05  2.45836046e-05
  5.92648983e-05 -3.33870390e-05 -5.10883327e-05]"
2024-07-18T18:28:46.622706,"[-1.77815095e-04  1.25910023e-04 -7.95352391e-05  2.98401533e-05
  5.82476457e-05 -3.23073070e-05 -4.76296739e-05]"
2024-07-18T18:28:46.731679,"[-1.77816124e-04  1.25909807e-04 -8.48311523e-05  3.20985961e-05
  6.02821509e-05 -3.34262848e-05 -4.42727403e-05]"
2024-07-18T18:28:46.839104,"[-1.77816088e-04  1.25909807e-04 -8.23832904e-05  2.99007902e-05
  5.92644108e-05 -3.23073070e-05 -4.42727403e-05]"
2024-07-18T18:28:46.951622,"[-1.77816088e-04  1.23125639e-04 -8.08755199e-05  2.81094110e-05
  5.82476457e-05 -3.11883311e-05 -4.31523093e-05]"
2024-07-18T18:28:47.064329,"[-1.77816088e-04  1.31199736e-04 -8.08772300e-05  2.98824762e-05
  5.62131405e-05 -3.23073089e-05 -4.42683796e-05]"
2024-07-18T18:28:47.171757,"[-1.80321742e-04  1.25490667e-04 -8.08915682e-05  2.73778392e-05
  6.02821509e-05 -3.34262848e-05 -4.87486517e-05]"
2024-07-18T18:28:47.289959,"[-1.83105802e-04  1.20699082e-04 -7.96348574e-05  3.02029833e-05
  6.02821509e-05 -2.99676260e-05 -4.42727403e-05]"
2024-07-18T18:28:47.406693,"[-1.72526375e-04  1.20619985e-04 -8.29566008e-05  2.48308702e-05
  5.82476457e-05 -3.11883291e-05 -4.99693549e-05]"
2024-07-18T18:28:47.524240,"[-1.75032028e-04  1.25909700e-04 -8.00368377e-05  2.98733182e-05
  5.72303931e-05 -3.34262848e-05 -5.33262884e-05]"
2024-07-18T18:28:47.647901,"[-1.75029084e-04  1.26224647e-04 -8.22959056e-05  3.26262208e-05
  5.92649164e-05 -3.11883291e-05 -4.65106960e-05]"
2024-07-18T18:28:47.777734,"[-1.77816088e-04  1.31199413e-04 -7.49421692e-05  2.98734704e-05
  6.02821509e-05 -3.34262848e-05 -5.33262884e-05]"
2024-07-18T18:28:47.906186,"[-1.75032028e-04  1.26645549e-04 -8.28016578e-05  2.98763706e-05
  5.92648983e-05 -3.11883313e-05 -4.99693549e-05]"
2024-07-18T18:28:48.034945,"[-1.77816084e-04  1.25909811e-04 -7.98778521e-05  2.99007902e-05
  6.02816634e-05 -3.11883291e-05 -5.33262884e-05]"
2024-07-18T18:28:48.163779,"[-1.59361819e-04  1.25277784e-04 -6.68473018e-05  3.80014413e-05
  5.41786353e-05 -3.15415418e-05 -4.42727403e-05]"
2024-07-18T18:28:48.298939,"[-1.36819470e-04 -2.30561137e-05 -4.28056760e-05  2.39357926e-04
  4.53668035e-05  5.71320736e-05 -4.87442911e-05]"
2024-07-18T18:28:48.442484,"[-1.41760841e-04 -1.21661941e-04 -3.69670570e-05  4.64577280e-04
  4.73459562e-05  1.45008105e-04 -4.87486517e-05]"
2024-07-18T18:28:48.586261,"[-3.12874397e-05 -1.97924986e-04  6.02889429e-05  6.38676509e-04
  3.91062101e-05  1.80610193e-04 -4.87486517e-05]"
2024-07-18T18:28:48.729821,"[ 1.22045734e-04 -2.07991737e-04  1.99542243e-04  1.03787348e-03
  4.53114510e-05  2.56572339e-04 -4.31537628e-05]"
2024-07-18T18:28:48.919286,"[ 3.22801521e-04 -2.70766849e-04  3.96361453e-04  1.61577119e-03
  4.10226098e-05  4.20737158e-04 -3.60457082e-05]"
2024-07-18T18:28:49.065627,"[ 1.44891884e-04 -1.40821667e-04  2.09223176e-04  3.25766695e-04
  4.53114509e-05  1.37054995e-04 -4.63199611e-05]"
2024-07-18T18:28:49.218350,"[ 4.98500913e-04 -1.80647718e-04  5.45765961e-04  1.37283234e-03
  1.70954036e-05  3.36084851e-04 -3.23355638e-05]"
2024-07-18T18:28:49.382367,"[ 5.15860560e-04 -1.73228919e-04  5.39278418e-04  1.39634776e-03
  9.46763960e-06  3.46562047e-04 -2.48135281e-05]"
2024-07-18T18:28:49.542378,"[ 3.35451432e-04  9.12224677e-05  2.22255117e-04 -6.45720651e-06
  3.45765454e-05  5.71538197e-05 -4.06231850e-05]"
2024-07-18T18:28:49.695169,"[ 7.33669086e-04 -1.25865102e-05  7.63095325e-04  1.57210589e-03
 -1.31607701e-05  4.65229954e-04 -2.93318431e-05]"
2024-07-18T18:28:49.852233,"[ 3.09008163e-04  4.74416557e-05  2.63162691e-04  2.98556592e-04
  2.74537307e-05  6.41441614e-05 -3.95043687e-05]"
2024-07-18T18:28:50.006492,"[ 8.31031872e-04 -1.69664312e-04  7.77792143e-04  1.60122344e-03
 -3.74520551e-05  2.72984042e-04 -3.95043687e-05]"
2024-07-18T18:28:50.162613,"[ 4.68180454e-04 -6.62992396e-05  4.60222133e-04  1.30374000e-03
 -5.91023657e-05  4.39884046e-04 -4.06233466e-05]"
