timestamp,tau_J0,tau_J1,tau_J2,tau_J3,tau_J4,tau_J5,tau_J6
2024-07-18T18:28:44.263011,-0.18862289190292358,-17.145193099975586,-2.0421247482299805,17.847665786743164,0.483725905418396,2.510265350341797,-0.15119531750679016
2024-07-18T18:28:44.272927,-0.18862289190292358,-17.184865951538086,-2.0778303146362305,17.847665786743164,0.456260085105896,2.510265350341797,-0.12098291516304016
2024-07-18T18:28:44.282642,-0.2640013098716736,-17.184865951538086,-2.0064191818237305,17.847665786743164,0.465415358543396,2.530406951904297,-0.09992578625679016
2024-07-18T18:28:44.294751,-0.18862289190292358,-17.184865951538086,-2.0778303146362305,17.811960220336914,0.474570631980896,2.510265350341797,-0.13105371594429016
2024-07-18T18:28:44.306296,-0.11324447393417358,-17.145193099975586,-2.0778303146362305,17.811960220336914,0.447104811668396,2.520336151123047,-0.13105371594429016
2024-07-18T18:28:44.320776,-0.22432845830917358,-17.220571517944336,-2.0064191818237305,17.772287368774414,0.437949538230896,2.520336151123047,-0.07978418469429016
2024-07-18T18:28:44.338703,-0.07357162237167358,-17.145193099975586,-2.0778303146362305,17.847665786743164,0.465415358543396,2.499279022216797,-0.06971338391304016
2024-07-18T18:28:44.364280,-0.11324447393417358,-17.184865951538086,-2.0778303146362305,17.847665786743164,0.465415358543396,2.541393280029297,-0.16126611828804016
2024-07-18T18:28:44.405399,-0.2640013098716736,-17.105520248413086,-2.0421247482299805,17.847665786743164,0.456260085105896,2.520336151123047,-0.09992578625679016
2024-07-18T18:28:44.446281,-0.14895004034042358,-17.145193099975586,-2.0421247482299805,17.847665786743164,0.465415358543396,2.520336151123047,-0.13105371594429016
2024-07-18T18:28:44.487286,-0.18862289190292358,-17.145193099975586,-2.0421247482299805,17.772287368774414,0.465415358543396,2.520336151123047,-0.08985498547554016
2024-07-18T18:28:44.529323,-0.18862289190292358,-17.145193099975586,-2.1175031661987305,17.772287368774414,0.456260085105896,2.530406951904297,-0.12098291516304016
2024-07-18T18:28:44.571255,-0.18862289190292358,-17.184865951538086,-2.0778303146362305,17.883371353149414,0.456260085105896,2.510265350341797,-0.06971338391304016
2024-07-18T18:28:44.613296,-0.18862289190292358,-17.105520248413086,-2.0778303146362305,17.811960220336914,0.474570631980896,2.520336151123047,-0.13105371594429016
2024-07-18T18:28:44.655230,-0.18862289190292358,-17.145193099975586,-2.0778303146362305,17.811960220336914,0.456260085105896,2.530406951904297,-0.14112451672554016
2024-07-18T18:28:44.691116,-0.22432845830917358,-17.145193099975586,-2.0778303146362305,17.811960220336914,0.456260085105896,2.541393280029297,-0.13105371594429016
2024-07-18T18:28:44.728051,-0.18862289190292358,-17.184865951538086,-2.0778303146362305,17.811960220336914,0.456260085105896,2.520336151123047,-0.14112451672554016
2024-07-18T18:28:44.770047,-0.18862289190292358,-17.184865951538086,-2.1175031661987305,17.772287368774414,0.465415358543396,2.510265350341797,-0.06971338391304016
2024-07-18T18:28:44.812498,-0.18862289190292358,-17.145193099975586,-2.0064191818237305,17.847665786743164,0.474570631980896,2.510265350341797,-0.10999658703804016
2024-07-18T18:28:44.858594,-0.14895004034042358,-17.145193099975586,-2.0778303146362305,17.811960220336914,0.465415358543396,2.520336151123047,-0.14112451672554016
2024-07-18T18:28:44.906819,-0.18862289190292358,-17.184865951538086,-2.0421247482299805,17.847665786743164,0.456260085105896,2.530406951904297,-0.10999658703804016
2024-07-18T18:28:44.960135,-0.11324447393417358,-17.145193099975586,-2.0778303146362305,17.811960220336914,0.456260085105896,2.520336151123047,-0.07978418469429016
2024-07-18T18:28:45.014136,-0.22432845830917358,-17.220571517944336,-2.0778303146362305,17.811960220336914,0.474570631980896,2.551464080810547,-0.10999658703804016
2024-07-18T18:28:45.073212,-0.22432845830917358,-17.145193099975586,-2.0778303146362305,17.847665786743164,0.465415358543396,2.530406951904297,-0.06971338391304016
2024-07-18T18:28:45.131636,-0.18862289190292358,-17.145193099975586,-2.0778303146362305,17.811960220336914,0.447104811668396,2.510265350341797,-0.14112451672554016
2024-07-18T18:28:45.196593,-0.14895004034042358,-17.184865951538086,-2.0421247482299805,17.772287368774414,0.456260085105896,2.530406951904297,-0.16126611828804016
2024-07-18T18:28:45.262767,-0.18862289190292358,-17.184865951538086,-2.0421247482299805,17.847665786743164,0.465415358543396,2.510265350341797,-0.06971338391304016
2024-07-18T18:28:45.327967,-0.18862289190292358,-17.145193099975586,-2.0778303146362305,17.772287368774414,0.456260085105896,2.499279022216797,-0.12098291516304016
2024-07-18T18:28:45.398728,-0.18862289190292358,-17.105520248413086,-2.0778303146362305,17.883371353149414,0.456260085105896,2.520336151123047,-0.07978418469429016
2024-07-18T18:28:45.470996,-0.11324447393417358,-17.069814682006836,-2.0421247482299805,17.811960220336914,0.474570631980896,2.530406951904297,-0.06971338391304016
